,year,month,uf_acronym,type,number_of_consumers,consumption
17142,2020,11,MT,residential,1173910,330971.25
17143,2020,11,GO,residential,2702825,488560.25
17144,2020,11,DF,residential,958348,210326.0
17145,2020,12,RO,residential,530411,140251.68
17146,2020,12,AC,residential,225720,51488.98
17147,2020,12,AM,residential,906760,175867.92
17148,2020,12,RR,residential,143213,46761.27
17149,2020,12,PA,residential,2360979,293327.66
17150,2020,12,AP,residential,185066,46003.85
17151,2020,12,TO,residential,515919,103166.3
17152,2020,12,MA,residential,2308962,321667.3
17153,2020,12,PI,residential,1099861,174740.3
17154,2020,12,CE,residential,2994418,446785.8
17155,2020,12,RN,residential,1307685,203740.0
17156,2020,12,PB,residential,1418186,197013.53
17157,2020,12,PE,residential,3393784,480609.0
17158,2020,12,AL,residential,1049793,141794.7
17159,2020,12,SE,residential,848690,113448.14
17160,2020,12,BA,residential,5507706,661645.01
17161,2020,12,MG,residential,7621165,1008973.16
17162,2020,12,ES,residential,1342347,254796.2
17163,2020,12,RJ,residential,6601096,1262252.93
17164,2020,12,SP,residential,18019714,3851949.72
17165,2020,12,PR,residential,4076516,737141.87
17166,2020,12,SC,residential,2506042,577131.15
17167,2020,12,RS,residential,4062926,802555.29
17168,2020,12,MS,residential,939888,211974.29
17169,2020,12,MT,residential,1177135,321271.61
17170,2020,12,GO,residential,2704954,493157.41
17171,2020,12,DF,residential,959253,193177.0
17172,2021,1,RO,residential,489273,106564.52
17173,2021,1,AC,residential,225043,47709.89
17174,2021,1,AM,residential,908312,165004.7
17175,2021,1,RR,residential,143514,43392.22
17176,2021,1,PA,residential,2368212,333372.98
17177,2021,1,AP,residential,185278,46571.0
17178,2021,1,TO,residential,517583,87666.46
17179,2021,1,MA,residential,2298706,302886.5
17180,2021,1,PI,residential,1107097,169186.0
17181,2021,1,CE,residential,3185001,448498.0
17182,2021,1,RN,residential,972066,213319.0
17183,2021,1,PB,residential,1421505,192957.65
17184,2021,1,PE,residential,3404681,488888.27
17185,2021,1,AL,residential,1048218,136353.0
17186,2021,1,SE,residential,852094,111220.46
17187,2021,1,BA,residential,5515591,695676.0
17188,2021,1,MG,residential,7637919,1088116.86
17189,2021,1,ES,residential,1359752,260909.82
17190,2021,1,RJ,residential,6618004,1308213.09
17191,2021,1,SP,residential,18045393,3914071.87
17192,2021,1,PR,residential,4083455,751366.63
17193,2021,1,SC,residential,2514539,631966.4
17194,2021,1,RS,residential,4071081,877038.58
17195,2021,1,MS,residential,941180,208817.78
17196,2021,1,MT,residential,1175225,270557.43
17197,2021,1,GO,residential,2714361,485207.9
17198,2021,1,DF,residential,961120,212212.9
17199,2021,2,RO,residential,489031,104261.51
17200,2021,2,AC,residential,225208,44954.89
17201,2021,2,AM,residential,910363,148927.0
17202,2021,2,RR,residential,144201,44189.96
17203,2021,2,PA,residential,2360716,322099.93
17204,2021,2,AP,residential,188925,54531.0
17205,2021,2,TO,residential,518794,84713.71
17206,2021,2,MA,residential,2299051,288998.5
17207,2021,2,PI,residential,1112649,151423.0
17208,2021,2,CE,residential,3196381,421791.9
17209,2021,2,RN,residential,1313302,210140.0
17210,2021,2,PB,residential,1424641,191857.62
17211,2021,2,PE,residential,3416113,460338.0
17212,2021,2,AL,residential,1058882,137780.99
17213,2021,2,SE,residential,853782,110023.5
17214,2021,2,BA,residential,5525203,647405.0
17215,2021,2,MG,residential,7637968,995553.76
17216,2021,2,ES,residential,1333504,243115.0
17217,2021,2,RJ,residential,6622797,1342679.39
17218,2021,2,SP,residential,17931244,3610851.55
17219,2021,2,PR,residential,4089823,692871.59
17220,2021,2,SC,residential,2518748,600573.8
17221,2021,2,RS,residential,4077512,814310.76
17222,2021,2,MS,residential,942274,183925.66
17223,2021,2,MT,residential,1181887,262967.3
17224,2021,2,GO,residential,2721203,449250.3
17225,2021,2,DF,residential,962625,196689.9
17226,2021,3,RO,residential,489232,113114.35
17227,2021,3,AC,residential,224225,45393.74
17228,2021,3,AM,residential,911896,154892.0
17229,2021,3,RR,residential,145028,49455.27
17230,2021,3,PA,residential,2369087,322263.59
17231,2021,3,AP,residential,185297,49182.0
17232,2021,3,TO,residential,520028,85721.64
17233,2021,3,MA,residential,2304459,286653.6
17234,2021,3,PI,residential,1113871,152823.0
17235,2021,3,CE,residential,3214672,408874.1
17236,2021,3,RN,residential,1316354,217623.0
17237,2021,3,PB,residential,1428498,201513.44
17238,2021,3,PE,residential,3424979,492997.0
17239,2021,3,AL,residential,1061536,148007.64
17240,2021,3,SE,residential,856557,118235.3
17241,2021,3,BA,residential,5536823,701022.0
17242,2021,3,MG,residential,7652242,1012594.15
17243,2021,3,ES,residential,1348159,254489.9
17244,2021,3,RJ,residential,6653285,1342861.73
17245,2021,3,SP,residential,18013466,3711561.88
17246,2021,3,PR,residential,4102018,726537.53
17247,2021,3,SC,residential,2526785,625336.0
17248,2021,3,RS,residential,4086227,838921.67
17249,2021,3,MS,residential,945649,204287.65
17250,2021,3,MT,residential,1187708,286080.13
17251,2021,3,GO,residential,2728655,455118.3
17252,2021,3,DF,residential,964898,198816.6
17253,2021,4,RO,residential,490323,120227.1
17254,2021,4,AC,residential,224823,43717.96
17255,2021,4,AM,residential,814757,170665.0
17256,2021,4,RR,residential,145460,45877.01
17257,2021,4,PA,residential,2375619,336915.63
17258,2021,4,AP,residential,185071,53669.0
17259,2021,4,TO,residential,520902,93870.05
17260,2021,4,MA,residential,2289866,296033.8
17261,2021,4,PI,residential,1112107,158397.0
17262,2021,4,CE,residential,3274249,442113.3
17263,2021,4,RN,residential,1318308,218051.0
17264,2021,4,PB,residential,1431350,201799.47
17265,2021,4,PE,residential,3433652,491795.67
17266,2021,4,AL,residential,1067703,142168.0
17267,2021,4,SE,residential,858591,122434.1
17268,2021,4,BA,residential,5547677,702072.0
17269,2021,4,MG,residential,7670959,1081747.33
17270,2021,4,ES,residential,1347986,253878.9
17271,2021,4,RJ,residential,6658393,1278353.85
17272,2021,4,SP,residential,18001285,3735481.77
17273,2021,4,PR,residential,4109886,739076.04
17274,2021,4,SC,residential,2531413,596962.1
17275,2021,4,RS,residential,4090223,773505.64
17276,2021,4,MS,residential,948573,213182.75
17277,2021,4,MT,residential,1191476,286147.24
17278,2021,4,GO,residential,2732413,482278.8
17279,2021,4,DF,residential,967177,215041.9
17280,2021,5,RO,residential,491433,120710.77
17281,2021,5,AC,residential,225083,40155.13
17282,2021,5,AM,residential,817647,170224.0
17283,2021,5,RR,residential,145987,44715.63
17284,2021,5,PA,residential,2378372,343982.32
17285,2021,5,AP,residential,186347,46757.0
17286,2021,5,TO,residential,521700,92687.7
17287,2021,5,MA,residential,2297544,289497.1
17288,2021,5,PI,residential,1109947,159284.0
17289,2021,5,CE,residential,3242410,422954.3
17290,2021,5,RN,residential,1320531,195082.0
17291,2021,5,PB,residential,1433911,187426.39
17292,2021,5,PE,residential,3439884,436118.0
17293,2021,5,AL,residential,1066175,135202.0
17294,2021,5,SE,residential,860237,110674.6
17295,2021,5,BA,residential,5558784,600408.0
17296,2021,5,MG,residential,7678106,921616.09
17297,2021,5,ES,residential,1352293,220716.8
17298,2021,5,RJ,residential,6639690,1032390.55
17299,2021,5,SP,residential,18008415,3416755.88
17300,2021,5,PR,residential,4117214,639926.91
17301,2021,5,SC,residential,2537161,499610.3
17302,2021,5,RS,residential,4089429,727917.74
17303,2021,5,MS,residential,948526,171827.6
17304,2021,5,MT,residential,1194333,252010.52
17305,2021,5,GO,residential,2738206,437872.1
17306,2021,5,DF,residential,969188,200208.6
17307,2021,6,RO,residential,491900,120722.35
17308,2021,6,AC,residential,225607,46056.55
17309,2021,6,AM,residential,818995,181425.0
17310,2021,6,RR,residential,146912,44554.39
17311,2021,6,PA,residential,2388738,364755.95
17312,2021,6,AP,residential,186781,49588.0
17313,2021,6,TO,residential,523464,97195.16
17314,2021,6,MA,residential,2304629,297522.8
17315,2021,6,PI,residential,1107628,166041.0
17316,2021,6,CE,residential,3259905,421358.2
17317,2021,6,RN,residential,1322849,201889.0
17318,2021,6,PB,residential,1436304,178801.57
17319,2021,6,PE,residential,3441294,441619.1
17320,2021,6,AL,residential,1055877,127697.0
17321,2021,6,SE,residential,863889,107002.0
17322,2021,6,BA,residential,5571375,620812.0
17323,2021,6,MG,residential,7695404,976584.14
17324,2021,6,ES,residential,1357106,214126.5
17325,2021,6,RJ,residential,6637891,1011360.1
17326,2021,6,SP,residential,18150178,3313095.8
17327,2021,6,PR,residential,4126471,657131.11
17328,2021,6,SC,residential,2542574,504095.7
17329,2021,6,RS,residential,4091191,699204.74
17330,2021,6,MS,residential,950223,165954.42
17331,2021,6,MT,residential,1197695,272079.92
17332,2021,6,GO,residential,2741205,470879.0
17333,2021,6,DF,residential,971909,204710.8
29160,2004,1,RO,others,57402,25659.0
29161,2004,1,AC,others,9943,9428.29
29162,2004,1,AM,others,10118,47019.0
29163,2004,1,RR,others,4827,8262.35
29164,2004,1,PA,others,26732,75448.36
29165,2004,1,AP,others,2184,5939.0
29166,2004,1,TO,others,21884,19993.65
29167,2004,1,MA,others,53151,49767.0
29168,2004,1,PI,others,33299,35075.0
29169,2004,1,CE,others,279048,118826.0
29170,2004,1,RN,others,40857,69617.41
29171,2004,1,PB,others,71664,51293.64
29172,2004,1,PE,others,153387,129796.97
29173,2004,1,AL,others,14543,48286.0
29174,2004,1,SE,others,17164,35046.26
29175,2004,1,BA,others,212682,215666.94
29176,2004,1,MG,others,472339,375155.07
29177,2004,1,ES,others,122075,78392.64
29178,2004,1,RJ,others,70634,416128.96
29179,2004,1,SP,others,311650,937538.01
29180,2004,1,PR,others,365859,258662.0
29181,2004,1,SC,others,226165,209380.15
29182,2004,1,RS,others,306617,394582.95
29183,2004,1,MS,others,56881,67601.94
29184,2004,1,MT,others,62843,60445.37
29185,2004,1,GO,others,140452,127096.0
29186,2004,1,DF,others,11952,73881.0
29187,2004,2,RO,others,57865,25126.0
29188,2004,2,AC,others,10041,9189.88
29189,2004,2,AM,others,10063,46640.62
29190,2004,2,RR,others,4864,8588.8
29191,2004,2,PA,others,29030,78653.87
29192,2004,2,AP,others,,10202.0
29193,2004,2,TO,others,22324,19893.16
29194,2004,2,MA,others,53812,46753.0
29195,2004,2,PI,others,33320,30987.0
29196,2004,2,CE,others,280795,99069.19
29197,2004,2,RN,others,40881,54005.09
29198,2004,2,PB,others,72098,45369.39
29199,2004,2,PE,others,153009,112712.62
29200,2004,2,AL,others,18412,44895.0
29201,2004,2,SE,others,17247,32032.09
29202,2004,2,BA,others,213099,180930.99
29203,2004,2,MG,others,479294,339603.99
29204,2004,2,ES,others,122491,74526.71
29205,2004,2,RJ,others,70895,431867.55
29206,2004,2,SP,others,313264,875586.14
29207,2004,2,PR,others,366311,268464.41
29208,2004,2,SC,others,226788,206976.44
29209,2004,2,RS,others,310737,427055.24
29210,2004,2,MS,others,56949,70722.65
29211,2004,2,MT,others,63261,59898.27
29212,2004,2,GO,others,140932,119973.0
29213,2004,2,DF,others,11930,70518.0
29214,2004,3,RO,others,58527,23565.0
29215,2004,3,AC,others,10080,9586.45
29216,2004,3,AM,others,10124,46204.0
29217,2004,3,RR,others,4881,8640.58
29218,2004,3,PA,others,27232,71905.18
29219,2004,3,AP,others,2457,10318.0
29220,2004,3,TO,others,22474,20075.25
29221,2004,3,MA,others,54270,49481.0
29222,2004,3,PI,others,33259,31051.0
29223,2004,3,CE,others,213213,100492.9
29224,2004,3,RN,others,40891,56579.56
29225,2004,3,PB,others,72472,46770.19
29226,2004,3,PE,others,152471,127433.55
29227,2004,3,AL,others,17018,41702.0
29228,2004,3,SE,others,17088,34737.83
29229,2004,3,BA,others,214104,179779.45
29230,2004,3,MG,others,481324,334727.04
29231,2004,3,ES,others,122872,73459.27
29232,2004,3,RJ,others,71021,411399.64
29233,2004,3,SP,others,314566,964620.3
29234,2004,3,PR,others,367185,271528.75
29235,2004,3,SC,others,227419,212391.41
29236,2004,3,RS,others,,419335.23
29237,2004,3,MS,others,57071,70091.73
29238,2004,3,MT,others,63714,67258.15
29239,2004,3,GO,others,141164,118531.0
29240,2004,3,DF,others,12159,70051.0
29241,2004,4,RO,others,59431,24884.0
29242,2004,4,AC,others,10101,10355.95
29243,2004,4,AM,others,10242,50202.0
29244,2004,4,RR,others,4887,9772.03
29245,2004,4,PA,others,29320,80899.49
29246,2004,4,AP,others,2270,11132.0
29247,2004,4,TO,others,22675,20738.92
29248,2004,4,MA,others,55132,49675.0
29249,2004,4,PI,others,33298,32933.0
29250,2004,4,CE,others,206099,103864.53
29251,2004,4,RN,others,41014,60882.87
29252,2004,4,PB,others,73258,49335.11
29253,2004,4,PE,others,,134958.34
29254,2004,4,AL,others,16710,47473.0
29255,2004,4,SE,others,17449,35773.68
29256,2004,4,BA,others,214449,188967.88
29257,2004,4,MG,others,482934,351186.96
29258,2004,4,ES,others,122816,73724.34
29259,2004,4,RJ,others,71470,416288.81
29260,2004,4,SP,others,314687,960806.23
29261,2004,4,PR,others,368131,275676.22
29262,2004,4,SC,others,228104,205067.14
29263,2004,4,RS,others,313308,352188.04
29264,2004,4,MS,others,57186,71053.39
29265,2004,4,MT,others,64031,73039.39
29266,2004,4,GO,others,141777,130291.0
29267,2004,4,DF,others,12124,81641.0
29268,2004,5,RO,others,60757,26045.0
29269,2004,5,AC,others,10122,6205.39
29270,2004,5,AM,others,10461,49832.0
29271,2004,5,RR,others,4955,8434.95
29272,2004,5,PA,others,27700,76277.09
29273,2004,5,AP,others,2312,11214.0
29274,2004,5,TO,others,23062,21963.59
29275,2004,5,MA,others,55326,51359.92
29276,2004,5,PI,others,33390,32651.0
29277,2004,5,CE,others,206944,102572.0
29278,2004,5,RN,others,41175,60099.92
29279,2004,5,PB,others,74039,47532.56
29280,2004,5,PE,others,151278,134195.97
29281,2004,5,AL,others,16787,42892.0
29282,2004,5,SE,others,17535,33278.98
29283,2004,5,BA,others,215191,215627.44
29284,2004,5,MG,others,484897,371149.74
29285,2004,5,ES,others,123026,74701.42
29286,2004,5,RJ,others,70632,406271.56
29287,2004,5,SP,others,313490,914846.56
29288,2004,5,PR,others,367221,271442.64
29289,2004,5,SC,others,228316,202066.15
29290,2004,5,RS,others,314299,305855.11
29291,2004,5,MS,others,57354,70923.5
29292,2004,5,MT,others,64381,71153.63
29293,2004,5,GO,others,142193,142863.0
29294,2004,5,DF,others,12149,77278.0
29295,2004,6,RO,others,61322,25584.0
29296,2004,6,AC,others,10142,9480.61
29297,2004,6,AM,others,10485,50444.0
29298,2004,6,RR,others,5080,8857.09
29299,2004,6,PA,others,28026,79108.31
29300,2004,6,AP,others,2334,12123.0
29301,2004,6,TO,others,23292,22823.09
29302,2004,6,MA,others,56262,52748.0
29303,2004,6,PI,others,33570,33616.0
29304,2004,6,CE,others,207620,104000.0
29305,2004,6,RN,others,41284,59912.54
29306,2004,6,PB,others,75363,47676.82
29307,2004,6,PE,others,151355,135294.82
29308,2004,6,AL,others,16912,43342.0
29309,2004,6,SE,others,17642,32849.16
29310,2004,6,BA,others,215832,218538.12
29311,2004,6,MG,others,487234,394722.4
29312,2004,6,ES,others,123397,77673.28
29313,2004,6,RJ,others,64791,396285.82
29314,2004,6,SP,others,315997,935258.8
29315,2004,6,PR,others,369610,254009.04
29316,2004,6,SC,others,228926,193767.8
29317,2004,6,RS,others,315276,281187.97
29318,2004,6,MS,others,57561,59841.79
29319,2004,6,MT,others,64746,71969.39
29320,2004,6,GO,others,142771,164867.0
29321,2004,6,DF,others,12225,78253.0
29322,2004,7,RO,others,61585,25304.0
29323,2004,7,AC,others,10272,9813.69
29324,2004,7,AM,others,10571,50497.0
29325,2004,7,RR,others,5095,7927.18
29326,2004,7,PA,others,28292,78027.46
29327,2004,7,AP,others,2351,10534.0
29328,2004,7,TO,others,23592,23742.75
29329,2004,7,MA,others,57018,52654.09
29330,2004,7,PI,others,33693,32652.0
29331,2004,7,CE,others,209049,103537.0
29332,2004,7,RN,others,41443,57226.87
29333,2004,7,PB,others,75904,45347.14
29334,2004,7,PE,others,,130737.11
29335,2004,7,AL,others,16991,39974.0
29336,2004,7,SE,others,17729,31376.18
29337,2004,7,BA,others,216365,216813.28
29338,2004,7,MG,others,489845,407060.58
29339,2004,7,ES,others,123671,75447.53
29340,2004,7,RJ,others,65336,407037.79
29341,2004,7,SP,others,315788,933151.32
29342,2004,7,PR,others,370057,252785.15
29343,2004,7,SC,others,229144,194001.27
29344,2004,7,RS,others,316239,278731.89
29345,2004,7,MS,others,57689,61740.0
29346,2004,7,MT,others,64950,79701.27
29347,2004,7,GO,others,143525,176441.0
29348,2004,7,DF,others,12238,77231.0
29349,2004,8,RO,others,61466,26432.0
29350,2004,8,AC,others,10353,10188.07
29351,2004,8,AM,others,11143,50963.8
29352,2004,8,RR,others,5147,9176.02
29353,2004,8,PA,others,30440,79107.0
29354,2004,8,AP,others,2348,11866.0
29355,2004,8,TO,others,23853,25266.21
29356,2004,8,MA,others,57833,54200.0
29357,2004,8,PI,others,33941,34259.0
29358,2004,8,CE,others,210576,112461.86
29359,2004,8,RN,others,41727,62556.58
29360,2004,8,PB,others,76015,46073.45
29361,2004,8,PE,others,,134450.14
29362,2004,8,AL,others,16994,40190.0
29363,2004,8,SE,others,17827,31320.17
29364,2004,8,BA,others,217059,210820.87
29365,2004,8,MG,others,492181,413210.9
29366,2004,8,ES,others,124097,74052.3
29367,2004,8,RJ,others,65746,408795.86
29368,2004,8,SP,others,319152,937345.71
29369,2004,8,PR,others,370681,256757.72
29370,2004,8,SC,others,229365,191497.5
29371,2004,8,RS,others,317214,265760.29
29372,2004,8,MS,others,57878,63030.68
29373,2004,8,MT,others,65306,81159.22
29374,2004,8,GO,others,144078,184491.0
29375,2004,8,DF,others,12347,77340.0
29376,2004,9,RO,others,62274,26958.0
29377,2004,9,AC,others,10356,10278.02
29378,2004,9,AM,others,11229,53701.38
29379,2004,9,RR,others,5117,8220.32
29380,2004,9,PA,others,28813,78248.56
29381,2004,9,AP,others,2357,12134.0
29382,2004,9,TO,others,23720,25153.8
